HDays,ADays,HASLxM,HASTLxM,HACLxM,HAFLxM,HAYCLxM,HARCLxM,HAGSLxM,HAGCLxM,HAGSLxHM,HAGCLxHM,HGDLxM,HGDLxHM,HAPLxM,HAPLxHM,HWPLxM,HWPLxHM,HWinStreak,AASLxM,AASTLxM,AACLxM,AAFLxM,AAYCLxM,AARCLxM,AAGSLxM,AAGCLxM,AAGSLxAM,AAGCLxAM,AGDLxM,AGDLxAM,AAPLxM,AAPLxAM,AWPLxM,AWPLxAM,AWinStreak,HDef,HMid,HAtt,HOvr,ADef,AMid,AAtt,AOvr,B365H,B365D,B365A,Result
10,10,10.9,3.5,5.4,9.1,1.0,0.0,0.7,2.2,0.9,1.5,-15.0,-6.0,0.5,1.2,10.0,0.3,0.0,13.3,4.4,4.2,12.4,1.3,0.2,1.2,1.2,0.6,1.5,0.0,-9.0,0.8,0.5,20.0,10.0,0.0,68,70,72,70.0,68,69,68,68.33,2.75,3.2,2.88,L
3,4,11.1,3.3,4.9,10.7,1.3,0.0,1.3,1.5,0.9,1.6,-2.0,-7.0,0.9,1.0,20.0,0.2,0.0,12.4,3.5,3.9,8.2,1.5,0.2,1.6,1.5,1.6,1.3,1.0,3.0,1.4,1.7,40.0,50.0,0.0,72,74,74,73.33,77,78,79,78.0,5.0,4.33,1.6,L
5,3,6.4,2.4,2.9,10.5,1.2,0.0,0.7,1.7,0.8,1.8,-10.0,-10.0,0.9,1.2,20.0,0.3,0.0,16.4,6.0,6.1,9.3,1.2,0.1,2.3,1.0,2.6,0.4,13.0,22.0,2.4,3.0,80.0,100.0,1.0,76,76,77,76.33,83,86,85,84.67,10.0,5.0,1.33,L
10,10,10.5,6.2,5.3,11.1,1.5,0.0,1.2,1.6,1.2,0.9,-4.0,3.0,0.9,1.3,20.0,0.3,0.0,12.9,8.4,5.7,9.5,1.0,0.0,2.1,0.3,2.2,1.2,18.0,10.0,2.8,2.3,90.0,70.0,6.0,74,75,77,75.33,83,82,86,83.67,6.0,4.0,1.65,L
3,4,19.8,7.1,6.7,7.7,1.1,0.1,3.4,0.5,3.2,0.4,29.0,28.0,2.4,2.8,80.0,0.9,6.0,14.7,4.8,6.6,11.8,1.1,0.2,1.5,1.4,1.1,1.4,1.0,-3.0,1.4,0.9,40.0,20.0,2.0,84,85,86,85.0,79,79,81,79.67,1.28,6.0,9.5,L
9,9,13.3,3.9,4.7,11.3,2.0,0.2,1.7,1.3,1.1,1.5,4.0,-4.0,1.7,1.5,50.0,0.4,0.0,12.3,4.2,5.8,11.3,1.5,0.0,2.1,0.8,1.5,0.5,13.0,10.0,2.3,2.3,70.0,70.0,1.0,78,78,78,78.0,81,84,84,83.0,6.0,4.1,1.62,L
4,3,11.8,3.9,5.2,10.8,1.4,0.0,1.0,2.0,1.5,1.2,-10.0,3.0,0.6,1.6,10.0,0.5,0.0,10.0,3.8,3.3,14.0,1.6,0.1,1.6,1.8,0.7,2.1,-2.0,-14.0,1.2,0.4,30.0,0.0,0.0,75,74,74,74.33,78,80,70,76.0,2.39,3.29,3.25,L
3,2,17.1,5.9,4.9,10.7,1.6,0.1,2.5,1.1,2.0,0.7,14.0,13.0,2.2,2.6,70.0,0.8,2.0,9.9,3.4,4.2,14.7,2.1,0.2,0.8,1.8,0.9,2.0,-10.0,-11.0,0.6,0.8,10.0,20.0,0.0,82,82,85,83.0,77,78,77,77.33,1.22,7.0,15.0,L
10,10,10.9,4.8,3.7,11.5,1.4,0.1,1.6,1.2,1.8,1.1,4.0,7.0,1.3,1.8,30.0,0.5,1.0,18.8,8.8,8.1,9.2,0.9,0.0,3.1,0.5,2.5,0.9,26.0,16.0,2.7,2.0,90.0,60.0,3.0,74,74,75,74.33,81,81,85,82.33,5.5,4.0,1.7,L
7,7,11.3,5.1,3.7,11.1,1.7,0.0,1.2,0.9,1.9,1.0,3.0,9.0,1.4,2.1,30.0,0.6,0.0,10.0,4.1,4.5,12.1,2.5,0.1,0.9,1.2,0.6,1.4,-3.0,-8.0,1.1,0.5,30.0,10.0,1.0,72,75,75,74.0,74,74,75,74.33,2.0,3.4,4.33,L
6,4,10.6,3.3,4.8,10.1,1.6,0.1,1.0,1.8,1.3,1.1,-8.0,2.0,0.9,1.7,20.0,0.5,0.0,13.9,5.9,5.7,9.8,1.8,0.0,2.2,0.7,1.5,1.4,15.0,1.0,2.4,1.6,80.0,50.0,5.0,76,75,78,76.33,80,81,79,80.0,6.0,3.8,1.57,L
7,3,11.3,3.3,4.1,11.3,1.5,0.2,1.0,1.9,1.3,1.5,-9.0,-2.0,0.8,1.5,20.0,0.4,1.0,18.5,7.1,7.8,10.1,1.9,0.2,2.7,0.6,2.5,0.7,21.0,18.0,2.4,2.3,70.0,70.0,2.0,76,78,78,77.33,81,85,83,83.0,9.0,6.0,1.33,L
4,4,9.1,2.3,3.3,9.7,1.3,0.1,0.7,2.3,0.6,2.4,-16.0,-18.0,0.4,0.1,10.0,0.0,0.0,10.7,3.9,5.1,10.8,1.9,0.0,1.2,1.3,1.1,2.1,-1.0,-10.0,1.2,0.5,30.0,10.0,1.0,74,75,75,74.67,79,80,80,79.67,3.8,3.5,1.95,L
3,4,12.1,4.4,3.9,11.3,1.9,0.1,1.5,1.3,2.4,1.2,2.0,12.0,1.9,2.4,60.0,0.7,0.0,19.7,7.6,7.8,8.3,0.7,0.0,2.4,0.3,1.8,0.9,21.0,9.0,3.0,2.1,100.0,70.0,10.0,80,83,83,82.0,83,88,86,85.67,7.5,5.0,1.44,L
4,7,16.2,4.5,4.8,10.5,1.9,0.0,1.4,1.1,2.0,0.7,3.0,13.0,1.3,2.2,40.0,0.7,1.0,10.5,3.3,5.4,8.0,1.2,0.0,1.3,1.6,0.6,1.6,-3.0,-10.0,1.1,0.7,30.0,20.0,0.0,83,82,88,84.33,77,78,80,78.33,1.4,5.5,7.5,L
7,7,10.7,2.8,5.3,10.7,1.9,0.2,1.4,1.8,2.1,1.4,-4.0,7.0,1.4,2.1,40.0,0.6,0.0,11.7,3.3,5.9,12.6,1.8,0.1,0.2,1.8,0.6,2.0,-16.0,-14.0,0.2,0.3,0.0,10.0,0.0,75,75,76,75.33,73,76,81,76.67,1.44,4.75,8.0,L
7,3,17.3,7.0,5.7,8.6,0.8,0.0,1.8,0.6,2.3,0.4,12.0,19.0,2.1,2.3,60.0,0.7,1.0,11.5,3.2,5.9,11.3,1.5,0.0,0.5,1.3,0.4,1.5,-8.0,-11.0,0.8,0.4,20.0,0.0,0.0,77,80,81,79.33,72,74,75,73.67,1.29,6.0,12.0,L
5,6,10.1,3.6,4.5,10.3,2.2,0.0,1.0,1.1,1.2,1.3,-1.0,-1.0,1.5,1.4,40.0,0.4,1.0,13.0,3.9,6.7,10.2,1.6,0.1,1.2,1.2,1.0,1.1,0.0,-1.0,1.2,1.2,30.0,30.0,0.0,71,73,77,73.67,74,77,80,77.0,3.1,3.3,2.5,L
7,8,18.7,8.7,8.1,9.6,1.1,0.0,3.1,0.5,2.8,0.4,26.0,24.0,2.7,3.0,90.0,1.0,4.0,17.4,5.6,6.2,11.2,1.9,0.2,2.7,1.3,1.6,0.9,14.0,7.0,2.4,2.0,80.0,60.0,0.0,81,81,85,82.33,81,84,86,83.67,2.1,3.6,3.75,L
10,10,12.1,4.1,5.9,11.5,2.3,0.1,1.2,1.3,1.5,1.3,-1.0,2.0,1.4,1.7,40.0,0.5,0.0,14.4,5.4,5.3,9.2,1.0,0.0,1.7,0.5,1.3,0.8,12.0,5.0,2.4,1.9,70.0,50.0,1.0,76,78,76,76.67,81,82,85,82.67,6.5,4.33,1.55,L
9,5,11.2,3.4,5.8,10.2,1.3,0.0,0.9,1.1,1.2,1.0,-2.0,2.0,1.3,1.5,30.0,0.4,0.0,14.3,4.4,6.7,9.9,1.3,0.0,1.0,1.5,1.9,0.9,-5.0,10.0,0.9,1.6,30.0,40.0,0.0,78,80,79,79.0,83,81,86,83.33,4.75,3.75,1.72,L
3,3,9.4,2.2,4.8,10.8,1.5,0.3,0.8,2.0,1.2,1.6,-12.0,-4.0,0.7,1.1,20.0,0.3,0.0,17.1,6.6,7.1,10.1,2.3,0.0,0.9,1.4,1.2,1.3,-5.0,-1.0,1.5,1.8,40.0,50.0,1.0,74,73,75,74.0,79,78,82,79.67,4.5,3.6,1.91,L
3,3,14.3,5.8,4.5,11.4,1.5,0.1,1.5,1.6,1.0,1.7,-1.0,-7.0,1.1,0.9,30.0,0.2,0.0,16.2,6.6,6.2,9.3,1.1,0.0,2.3,0.8,1.9,0.7,15.0,12.0,2.8,2.6,90.0,80.0,1.0,74,75,75,74.67,84,83,86,84.33,9.0,5.0,1.33,L
3,4,10.5,3.6,5.3,9.3,2.0,0.0,1.3,1.8,1.7,2.1,-5.0,-4.0,1.3,1.6,40.0,0.5,0.0,14.6,5.4,6.6,10.0,1.8,0.0,2.0,0.7,1.4,1.0,13.0,4.0,2.3,1.3,70.0,30.0,4.0,75,77,78,76.67,81,80,83,81.33,5.0,4.0,1.73,L
3,7,9.8,3.3,3.3,9.2,1.8,0.0,1.5,1.2,1.5,1.2,3.0,3.0,1.4,1.6,40.0,0.5,0.0,16.3,5.5,7.1,5.7,0.8,0.0,2.8,0.7,1.5,0.8,21.0,7.0,3.0,2.1,100.0,60.0,12.0,77,75,77,76.33,82,82,86,83.33,9.5,5.5,1.3,L
5,3,7.6,2.6,2.9,10.4,1.4,0.0,0.8,1.2,0.8,1.5,-4.0,-7.0,1.5,1.3,40.0,0.3,0.0,15.4,5.7,6.2,9.5,0.6,0.1,1.3,0.7,0.8,1.0,6.0,-2.0,2.1,1.4,60.0,40.0,0.0,76,76,77,76.33,81,84,82,82.33,7.0,3.8,1.53,L
7,7,12.3,3.4,5.4,13.1,1.6,0.1,1.7,1.0,1.4,1.3,7.0,1.0,1.9,1.4,60.0,0.4,4.0,9.7,3.4,3.9,10.2,2.1,0.2,1.0,1.7,0.6,1.5,-7.0,-9.0,1.1,0.5,30.0,0.0,0.0,71,72,71,71.33,72,74,70,72.0,1.95,3.5,4.5,L
3,3,8.5,3.0,3.2,9.3,1.4,0.1,0.8,1.6,1.2,1.1,-8.0,1.0,0.9,1.7,20.0,0.5,0.0,10.8,4.6,6.0,10.7,2.1,0.2,0.8,1.7,1.1,2.0,-9.0,-9.0,0.7,0.8,10.0,10.0,0.0,74,74,77,75.0,75,77,77,76.33,3.1,3.25,2.54,L
10,3,11.0,3.3,5.1,11.1,2.1,0.0,0.8,1.3,1.4,1.0,-5.0,4.0,1.1,1.8,30.0,0.6,0.0,12.2,4.6,6.0,12.3,1.5,0.0,1.7,1.6,0.9,1.8,1.0,-9.0,1.6,0.6,50.0,10.0,0.0,74,76,81,77.0,76,78,79,77.67,2.4,3.5,2.75,L
7,7,15.1,5.2,5.2,10.7,1.9,0.1,1.4,0.8,1.2,1.5,6.0,-3.0,1.6,1.1,40.0,0.3,2.0,11.8,3.7,4.2,12.0,1.4,0.2,1.1,1.2,0.7,1.7,-1.0,-10.0,0.7,0.5,10.0,10.0,0.0,74,73,75,74.0,68,69,68,68.33,2.15,3.4,3.8,L
8,8,11.6,3.3,5.8,11.4,1.9,0.0,1.3,1.3,1.8,1.9,0.0,-1.0,1.3,1.1,30.0,0.2,1.0,14.1,3.5,6.0,11.4,2.1,0.1,1.1,1.5,0.5,1.9,-4.0,-14.0,1.3,0.5,30.0,10.0,3.0,72,74,70,72.0,76,75,78,76.33,2.3,3.5,3.3,L
7,7,12.4,4.3,4.0,12.1,1.6,0.1,1.1,1.8,1.1,1.2,-7.0,-1.0,1.0,1.2,20.0,0.3,0.0,13.9,4.6,4.8,11.4,1.9,0.0,2.2,1.5,1.5,1.6,7.0,-1.0,1.9,1.3,50.0,30.0,0.0,73,74,76,74.33,73,74,74,73.67,2.3,3.5,3.3,L
6,10,17.9,6.1,6.3,10.8,1.9,0.0,2.6,1.2,3.1,1.3,14.0,18.0,2.4,2.7,80.0,0.9,6.0,11.1,2.7,3.6,11.1,1.5,0.0,0.8,1.3,1.0,1.5,-5.0,-5.0,0.9,0.6,20.0,10.0,0.0,81,84,86,83.67,76,74,74,74.67,1.25,6.5,15.0,L
10,10,10.9,3.6,4.1,9.5,1.7,0.1,0.6,1.4,1.0,1.5,-8.0,-5.0,0.9,0.9,20.0,0.2,0.0,13.9,4.9,6.9,13.8,1.7,0.1,1.2,1.5,1.5,1.6,-3.0,-1.0,1.3,1.4,40.0,40.0,0.0,72,74,75,73.67,76,76,76,76.0,2.8,3.5,2.45,L
4,3,11.4,3.7,6.0,9.8,1.7,0.1,1.0,1.4,1.5,0.9,-4.0,6.0,0.8,1.8,10.0,0.5,0.0,14.9,5.8,5.6,9.8,1.1,0.1,2.0,0.9,1.9,1.2,11.0,7.0,2.1,1.8,60.0,50.0,0.0,72,74,76,74.0,81,82,81,81.33,6.25,4.0,1.62,L
7,6,11.7,4.1,6.6,9.8,1.7,0.2,1.2,1.8,1.2,1.0,-6.0,2.0,1.0,1.4,20.0,0.3,0.0,9.0,3.3,4.8,10.1,1.4,0.0,1.2,2.4,1.7,2.3,-12.0,-6.0,0.8,0.9,20.0,20.0,0.0,76,79,79,78.0,74,77,77,76.0,2.25,3.5,3.39,L
9,7,11.0,3.7,5.0,12.3,1.5,0.0,0.5,1.3,0.3,1.2,-8.0,-9.0,0.8,0.5,20.0,0.1,0.0,11.4,4.3,5.3,8.9,1.5,0.0,1.3,1.7,1.3,1.5,-4.0,-2.0,0.9,1.2,20.0,40.0,0.0,74,75,75,74.67,78,76,75,76.33,2.2,3.4,3.3,L
3,5,10.6,3.8,4.8,11.2,1.3,0.2,1.5,1.3,1.2,1.4,2.0,-2.0,1.9,1.7,60.0,0.5,0.0,13.7,5.5,5.5,8.6,1.2,0.1,1.6,1.0,1.7,1.7,6.0,0.0,2.0,1.6,60.0,50.0,0.0,79,78,82,79.67,80,79,80,79.67,3.1,3.4,2.45,L
7,7,16.3,5.9,4.9,13.1,1.2,0.0,1.8,1.2,1.1,1.2,6.0,-1.0,1.6,1.4,50.0,0.4,2.0,15.5,5.1,7.1,10.5,1.9,0.0,1.9,0.9,1.8,1.4,10.0,4.0,1.9,1.6,50.0,50.0,1.0,77,76,78,77.0,81,85,83,83.0,4.33,4.0,1.73,L
7,7,10.4,4.0,4.5,9.0,1.3,0.0,1.1,1.4,1.0,1.0,-3.0,0.0,1.1,1.4,20.0,0.3,0.0,12.5,4.4,5.0,10.4,1.7,0.1,1.1,1.6,0.5,2.1,-5.0,-16.0,1.0,0.4,20.0,10.0,0.0,77,76,76,76.33,74,75,77,75.33,2.3,3.1,3.4,L
5,5,14.6,5.1,4.9,9.9,2.1,0.0,1.3,1.9,1.1,1.4,-6.0,-3.0,1.0,1.1,20.0,0.2,2.0,12.8,5.4,6.6,8.3,1.5,0.1,1.7,1.4,1.4,1.5,3.0,-1.0,1.7,1.4,50.0,40.0,0.0,77,77,76,76.67,77,77,79,77.67,2.3,3.5,3.3,L
7,4,13.1,5.8,4.9,9.6,1.6,0.2,2.0,1.8,1.3,1.1,2.0,2.0,1.5,1.3,50.0,0.3,2.0,11.5,4.7,5.1,11.3,1.3,0.2,1.5,1.5,1.2,1.9,0.0,-7.0,1.3,0.9,30.0,20.0,1.0,77,77,82,78.67,78,79,80,79.0,2.2,3.4,3.6,L
8,8,10.2,3.4,4.2,10.3,1.4,0.4,0.7,2.0,0.7,1.1,-13.0,-4.0,0.6,0.8,10.0,0.1,0.0,16.0,9.1,6.9,9.2,1.9,0.0,1.7,0.6,2.3,1.1,11.0,12.0,2.1,1.9,60.0,50.0,0.0,74,73,75,74.0,79,80,76,78.33,5.5,3.9,1.7,L
4,5,17.8,7.2,6.7,11.4,2.1,0.0,2.7,0.4,2.9,0.3,23.0,26.0,3.0,2.8,100.0,0.9,11.0,11.6,3.3,6.5,10.4,1.1,0.3,1.3,1.1,0.8,1.2,2.0,-4.0,1.3,0.9,40.0,20.0,2.0,81,82,83,82.0,72,74,75,73.67,1.29,6.5,11.0,L
8,10,15.0,4.8,6.2,10.0,1.6,0.1,1.5,0.9,1.5,1.0,6.0,5.0,1.7,1.7,50.0,0.5,2.0,16.0,7.1,3.8,11.8,1.3,0.0,3.0,1.4,2.3,1.8,16.0,5.0,2.3,1.4,70.0,40.0,4.0,82,81,86,83.0,79,80,76,78.33,2.5,3.6,2.9,L
3,4,13.0,4.6,6.3,11.4,2.2,0.0,1.8,1.5,1.4,0.9,3.0,5.0,1.8,1.7,50.0,0.5,0.0,13.7,5.7,5.2,9.6,2.1,0.0,1.9,1.1,0.9,1.0,8.0,-1.0,2.1,1.1,60.0,20.0,1.0,82,81,86,83.0,77,76,74,75.67,1.73,3.75,5.5,L
10,3,7.9,2.7,2.9,10.0,1.4,0.1,1.2,1.9,1.5,1.2,-7.0,3.0,1.1,1.5,30.0,0.4,0.0,16.6,6.5,7.6,10.7,1.7,0.0,1.7,0.8,1.9,0.9,9.0,10.0,1.8,2.0,50.0,50.0,2.0,73,73,76,74.0,78,77,81,78.67,4.5,3.75,1.85,L
4,4,15.4,4.4,7.0,10.7,1.6,0.0,1.0,1.4,1.3,1.1,-4.0,2.0,1.0,1.4,30.0,0.4,1.0,14.4,4.5,7.1,11.0,1.5,0.0,1.0,0.7,1.2,1.0,3.0,2.0,1.8,1.6,50.0,50.0,0.0,86,83,87,85.33,81,84,80,81.67,2.25,3.6,3.0,L
7,5,16.3,6.8,4.6,8.7,1.6,0.1,3.3,1.4,3.3,1.1,19.0,22.0,3.0,2.8,100.0,0.9,11.0,20.1,6.5,7.9,11.0,1.2,0.2,2.0,0.6,1.3,0.7,14.0,6.0,1.9,1.7,60.0,50.0,0.0,79,80,76,78.33,81,80,82,81.0,1.67,4.2,5.25,L
5,4,13.4,4.6,6.2,9.6,1.2,0.0,1.6,1.4,1.6,1.4,2.0,2.0,1.5,1.6,40.0,0.4,1.0,14.8,5.9,6.1,7.1,1.0,0.1,2.4,0.4,2.1,0.5,20.0,16.0,3.0,2.8,100.0,90.0,13.0,76,83,79,79.33,84,83,87,84.67,5.75,3.8,1.61,L
7,8,11.0,4.1,3.8,10.3,2.6,0.1,1.2,2.0,1.4,1.1,-8.0,3.0,1.0,1.5,30.0,0.4,0.0,11.1,3.5,4.7,7.0,1.4,0.0,1.3,1.4,0.5,1.6,-1.0,-11.0,1.3,0.7,40.0,20.0,2.0,77,78,78,77.67,77,78,80,78.33,2.25,3.75,3.2,L
10,5,10.7,3.5,4.8,10.0,2.0,0.2,0.6,1.8,0.5,1.6,-12.0,-11.0,0.9,0.5,20.0,0.1,0.0,15.8,6.5,5.1,9.4,1.4,0.0,2.0,1.1,1.3,1.8,9.0,-5.0,2.1,1.3,70.0,40.0,3.0,74,74,76,74.67,78,79,83,80.0,8.0,4.75,1.4,L
5,5,14.5,6.2,5.8,11.2,1.6,0.1,1.8,1.5,1.7,0.8,3.0,9.0,1.8,2.0,50.0,0.5,0.0,12.9,4.4,4.2,10.3,2.2,0.0,1.3,1.2,0.9,1.5,1.0,-6.0,1.8,1.0,50.0,20.0,2.0,75,77,75,75.67,77,76,77,76.67,2.0,3.75,3.5,L
3,4,16.0,5.2,4.5,9.1,2.1,0.0,2.0,0.9,2.0,0.8,11.0,12.0,2.0,2.2,60.0,0.6,2.0,12.3,3.7,6.1,10.3,1.6,0.2,0.8,1.1,1.5,1.8,-3.0,-3.0,1.0,1.1,20.0,30.0,0.0,83,84,84,83.67,78,77,82,79.0,1.33,5.5,11.0,L
4,3,14.2,4.6,5.2,11.5,1.9,0.0,2.3,1.0,2.3,1.0,13.0,13.0,2.2,2.3,60.0,0.7,0.0,20.1,7.4,6.8,7.8,0.8,0.2,1.0,0.8,1.5,1.0,2.0,5.0,1.5,2.2,40.0,70.0,0.0,73,74,74,73.67,79,80,81,80.0,4.5,4.0,1.8,L
6,3,12.2,3.6,4.1,12.7,1.4,0.0,0.7,0.6,0.5,1.0,1.0,-5.0,1.4,0.7,30.0,0.1,1.0,15.3,6.1,5.6,8.1,0.8,0.0,2.5,0.8,2.0,0.5,17.0,15.0,2.7,2.5,90.0,80.0,1.0,74,75,73,74.0,84,86,86,85.33,10.0,5.0,1.33,L
5,6,13.9,4.7,6.3,11.7,1.5,0.0,1.6,0.7,2.0,0.6,9.0,14.0,1.9,2.0,60.0,0.6,0.0,14.6,4.4,6.6,10.3,1.8,0.3,1.8,1.3,1.5,1.3,5.0,2.0,2.0,1.3,60.0,30.0,4.0,73,76,76,75.0,80,79,85,81.33,2.8,3.4,2.7,L
4,3,10.3,2.8,4.6,10.0,1.7,0.0,0.2,1.6,0.7,1.3,-14.0,-6.0,0.4,0.8,10.0,0.2,0.0,11.5,4.3,4.9,8.5,1.4,0.0,1.3,1.9,0.7,1.9,-6.0,-12.0,0.8,0.4,20.0,10.0,0.0,72,74,75,73.67,73,78,82,77.67,3.75,3.75,1.95,L
4,3,10.4,3.4,4.2,14.3,1.5,0.0,1.0,1.7,1.8,1.0,-7.0,8.0,1.0,2.0,30.0,0.6,0.0,17.2,6.3,6.7,7.9,1.2,0.1,2.6,0.6,1.9,1.1,20.0,8.0,2.1,1.5,70.0,50.0,3.0,75,78,76,76.33,83,86,87,85.33,8.5,5.5,1.33,L
3,4,11.6,4.6,5.3,7.9,1.1,0.1,1.7,1.9,2.1,1.6,-2.0,5.0,1.4,1.6,40.0,0.5,2.0,14.7,4.6,5.8,9.3,1.3,0.1,1.2,1.3,1.4,1.2,-1.0,2.0,1.7,1.8,50.0,50.0,1.0,78,82,82,80.67,77,79,83,79.67,2.4,3.5,2.87,L
3,8,15.4,5.0,7.4,12.3,2.1,0.1,1.1,1.2,1.4,1.3,-1.0,1.0,1.4,1.7,30.0,0.5,1.0,12.4,4.3,5.0,13.3,2.1,0.1,0.9,1.0,1.5,0.9,-1.0,6.0,1.3,1.8,40.0,60.0,0.0,79,77,81,79.0,75,75,71,73.67,1.67,3.8,6.0,L
7,4,14.3,5.3,6.4,11.6,1.2,0.2,2.0,1.6,2.0,1.0,4.0,10.0,1.6,1.7,50.0,0.5,3.0,14.3,4.4,4.8,10.5,0.9,0.0,1.9,1.2,1.1,1.8,7.0,-7.0,1.5,0.5,40.0,10.0,1.0,79,79,81,79.67,76,78,79,77.67,1.61,4.2,5.25,L
2,2,10.2,3.6,3.9,9.6,1.2,0.0,1.0,2.4,1.3,1.9,-14.0,-6.0,0.8,1.4,20.0,0.4,0.0,11.0,3.1,4.4,10.5,1.1,0.1,0.9,2.0,1.0,1.7,-11.0,-7.0,0.5,0.8,10.0,20.0,0.0,77,76,78,77.0,76,74,74,74.67,2.29,3.29,3.5,L
3,3,13.6,5.2,5.0,10.8,1.3,0.0,1.6,0.8,1.5,1.1,8.0,4.0,2.1,1.6,60.0,0.5,2.0,13.2,4.5,5.0,8.1,1.2,0.2,1.6,0.7,1.1,0.9,9.0,2.0,1.7,1.3,50.0,40.0,0.0,79,80,82,80.33,78,80,80,79.33,2.5,3.4,2.8,L
7,7,9.6,2.6,3.6,10.8,1.3,0.0,0.7,1.8,1.1,1.4,-11.0,-3.0,0.8,1.2,20.0,0.3,0.0,11.7,3.4,5.0,12.1,1.4,0.0,1.0,1.6,1.0,1.3,-6.0,-3.0,0.9,1.0,20.0,20.0,0.0,73,73,75,73.67,75,76,80,77.0,3.0,3.1,2.7,L
7,7,11.8,3.1,4.9,10.9,1.9,0.0,1.2,1.2,1.6,1.4,0.0,2.0,1.7,1.7,50.0,0.5,0.0,13.0,3.4,5.5,13.0,1.7,0.1,1.4,1.0,0.8,0.9,4.0,-1.0,1.7,1.3,50.0,30.0,1.0,73,73,76,74.0,71,72,71,71.33,2.1,3.3,3.5,L
8,8,9.3,2.4,4.7,10.2,1.9,0.1,0.6,1.9,1.0,1.4,-13.0,-4.0,0.4,1.0,10.0,0.2,0.0,10.3,2.9,4.3,12.6,2.1,0.3,1.1,1.1,0.6,2.0,0.0,-14.0,1.4,0.6,40.0,10.0,2.0,75,76,79,76.67,76,78,78,77.33,2.6,3.3,2.7,L
4,5,13.8,4.1,5.6,9.6,1.8,0.0,1.7,0.8,1.5,1.2,9.0,3.0,2.1,1.6,60.0,0.5,0.0,14.5,4.9,6.0,10.5,1.4,0.0,1.8,1.8,1.9,2.1,0.0,-2.0,1.5,1.5,50.0,50.0,1.0,78,80,82,80.0,74,76,75,75.0,1.8,4.0,4.2,L
4,7,7.7,2.7,4.5,8.8,1.3,0.0,1.0,0.7,1.3,1.2,3.0,1.0,1.8,1.9,50.0,0.6,0.0,10.7,3.2,3.7,11.0,1.6,0.2,1.0,2.3,0.9,1.8,-13.0,-9.0,0.8,0.9,20.0,30.0,0.0,75,76,78,76.33,76,78,78,77.33,2.4,3.3,3.25,L
7,5,11.5,3.6,6.2,11.0,1.9,0.2,0.8,1.6,0.9,1.2,-8.0,-3.0,0.7,1.0,20.0,0.2,2.0,12.6,3.6,4.1,8.9,0.7,0.1,0.9,1.5,0.9,1.5,-6.0,-6.0,1.2,1.1,30.0,30.0,0.0,74,71,72,72.33,75,74,79,76.0,2.5,3.25,2.8,L
10,10,12.8,3.6,3.6,11.4,1.7,0.2,1.1,1.6,1.2,1.8,-5.0,-6.0,1.1,1.2,30.0,0.3,0.0,14.0,5.3,6.7,11.6,1.2,0.0,2.8,0.7,2.3,1.0,21.0,13.0,2.4,1.7,80.0,50.0,4.0,75,77,73,75.0,78,78,78,78.0,3.75,3.5,2.0,L
9,3,11.4,3.1,5.1,11.6,1.4,0.2,0.5,1.8,0.5,1.6,-13.0,-11.0,0.1,0.4,0.0,0.1,0.0,12.4,3.3,5.5,11.2,2.0,0.0,1.4,1.8,1.2,1.5,-4.0,-3.0,0.8,0.8,20.0,20.0,0.0,75,75,74,74.67,78,80,79,79.0,4.0,3.3,2.1,L
6,3,18.8,5.8,7.5,10.6,1.1,0.2,2.2,0.4,2.5,0.3,18.0,22.0,2.2,2.8,70.0,0.9,2.0,14.0,3.9,4.5,13.3,2.3,0.2,0.9,2.0,1.5,1.8,-11.0,-3.0,0.5,1.2,10.0,30.0,0.0,81,80,82,81.0,74,73,75,74.0,1.18,7.0,13.0,L
4,4,10.6,4.0,5.6,9.4,1.9,0.1,1.1,0.9,1.3,1.2,2.0,1.0,1.2,1.2,30.0,0.3,0.0,16.2,6.0,6.9,10.4,0.9,0.0,2.1,0.8,2.5,1.7,13.0,8.0,1.9,2.0,50.0,60.0,0.0,75,74,76,75.0,78,82,83,81.0,6.5,4.5,1.53,L
7,6,12.6,4.2,6.3,7.7,1.2,0.0,0.8,2.0,1.0,1.8,-12.0,-8.0,0.7,1.2,20.0,0.3,0.0,16.9,7.4,4.0,11.3,1.6,0.0,3.2,1.2,2.6,1.6,20.0,10.0,2.6,1.7,80.0,50.0,5.0,68,70,72,70.0,79,80,76,78.33,9.5,5.25,1.36,L
4,5,15.5,5.8,6.6,10.2,1.8,0.0,1.9,0.7,2.0,0.7,12.0,13.0,2.2,2.4,60.0,0.7,2.0,10.6,2.9,4.7,10.7,1.3,0.4,0.7,1.4,0.3,2.1,-7.0,-18.0,0.9,0.3,20.0,0.0,0.0,77,76,74,75.67,74,73,75,74.0,1.36,5.25,9.5,L
3,7,16.4,6.6,9.0,8.1,1.1,0.0,2.7,0.9,3.0,0.7,18.0,23.0,2.5,3.0,80.0,1.0,5.0,13.1,5.3,4.8,10.5,1.8,0.0,1.7,0.7,1.7,1.2,10.0,5.0,2.4,1.9,80.0,60.0,4.0,83,87,84,84.67,81,84,86,83.67,1.89,3.79,4.2,L
