Referee,Day Of Week,Round,Days,Shots,ShotsOT,Corners,Fouls,YCards,RCards,GoalsScored,GoalsConceded,GoalsDiff,HTGoalsScored,HTGoalsConceded,HTGoalsDiff,Points,WinPercent,WinStreak,UnbPercent,UnbStreak,Def,Mid,Att,Ovr,LastSeasonRank,PromotedMatchup,WinnerOdd,DrawOdd,Venue,Result
C Pawson,Sun,0.0,-2,-0.6000000000000014,0.7999999999999998,0.0,0.20000000000000107,-1.4,0.0,0.6000000000000001,0.0,3.0,0.19999999999999996,0.19999999999999996,0.0,0.6000000000000001,20.0,-1.0,20.0,4.0,8,3,7,6.0,-6,0,-5.0,4.33,Anfield,W
L Mason,Mon,-1.0,-2,-5.0,-2.8,-1.2000000000000002,-4.6,-1.4000000000000001,0.0,-0.4,-0.40000000000000013,0.0,0.0,0.4,-2.0,0.20000000000000018,0.0,-1.0,20.0,2.0,-2,-5,-3,-3.3299999999999983,3,0,1.2999999999999998,3.25,Turf Moor,W
J Moss,Tue,-1.0,1,2.4000000000000004,2.2,-2.0,-6.0,-1.0,0.0,1.9999999999999998,-0.40000000000000013,12.0,1.4,0.20000000000000007,6.0,1.4000000000000001,40.0,0.0,60.0,7.0,3,1,4,2.6700000000000017,-4,0,-4.72,4.2,Old Trafford,W
A Madley,Sat,0.0,0,1.0,-1.2000000000000002,1.6000000000000005,-5.4,-1.2,0.0,-0.20000000000000007,0.19999999999999996,-2.0,0.2,0.19999999999999996,0.0,-0.20000000000000007,-20.0,0.0,20.0,0.0,-3,-5,-4,-4.0,8,0,-0.1299999999999999,3.25,Falmer Stadium,D
A Madley,Wed,0.0,-2,1.6000000000000014,-0.5999999999999996,0.7999999999999998,2.4000000000000004,0.6000000000000001,0.0,-0.5999999999999999,-0.19999999999999996,-2.0,-1.0,0.5999999999999999,-8.0,0.4,20.0,0.0,0.0,0.0,3,3,2,2.6700000000000017,-3,0,-3.65,4.2,Stamford Bridge,D
S Hooper,Sat,0.0,1,-5.200000000000001,-1.6,-3.1999999999999997,1.5999999999999996,-0.9999999999999999,0.0,-0.19999999999999996,-0.19999999999999996,0.0,-0.6,0.0,-3.0,0.6,20.0,0.0,20.0,-1.0,-4,-4,-2,-3.3299999999999983,7,0,0.3200000000000003,3.2,Selhurst Park,W
G Scott,Sun,-1.0,0,0.1999999999999993,0.19999999999999973,-1.7999999999999998,1.0,-0.19999999999999996,0.4,-0.20000000000000007,2.6,-14.0,-0.19999999999999996,1.8000000000000003,-10.0,-1.0,-20.0,0.0,-60.0,-2.0,-3,-2,-2,-2.3299999999999983,4,0,-0.73,3.2,St Mary's Stadium,L
M Dean,Sat,0.0,-2,1.0,0.20000000000000018,-1.2000000000000002,0.1999999999999993,0.0,0.2,0.3999999999999999,1.2000000000000002,-4.0,0.8,0.7999999999999999,0.0,-0.8,-20.0,-2.0,-40.0,-4.0,-3,-5,-2,-3.3299999999999983,6,0,1.2999999999999998,3.2,St. James Park,D
C Kavanagh,Tue,0.0,0,0.20000000000000107,0.5999999999999996,-2.5999999999999996,-2.4000000000000004,-0.19999999999999996,0.0,1.4000000000000001,0.0,7.0,0.6000000000000001,0.0,3.0,0.7999999999999998,40.0,14.0,0.0,13.0,6,6,7,6.329999999999998,-5,0,-13.82,7.0,Etihad Stadium,W
A Madley,Sat,-2.0,-1,-1.1999999999999993,0.7999999999999998,-0.7999999999999998,0.8000000000000007,1.0,0.0,-0.4,-0.6,1.0,0.4,0.19999999999999996,1.0,-0.20000000000000018,0.0,0.0,-20.0,0.0,-1,-2,-4,-2.3299999999999983,10,0,-0.73,3.25,Villa Park,D
J Moss,Fri,1.0,1,-1.5999999999999996,0.3999999999999999,2.4,2.1999999999999993,1.0,0.0,-0.20000000000000007,0.0,-1.0,0.2,-0.6,4.0,0.19999999999999996,20.0,0.0,-20.0,0.0,-4,-5,-6,-5.0,16,1,-0.6000000000000001,3.0,Craven Cottage,L
P Tierney,Mon,0.0,0,-0.8000000000000007,-0.20000000000000018,-1.0000000000000004,0.8000000000000007,0.19999999999999996,0.0,1.2,0.0,6.0,0.8,-0.19999999999999996,5.0,0.19999999999999996,0.0,0.0,20.0,1.0,-7,-6,-5,-6.0,15,1,0.3999999999999999,3.2,The Hawthorns,D
M Atkinson,Sun,0.0,1,0.40000000000000036,-0.6000000000000005,-0.7999999999999998,0.0,0.5999999999999999,0.0,1.0,0.6000000000000001,2.0,0.6000000000000001,0.0,3.0,-0.6000000000000001,-20.0,-1.0,-20.0,-2.0,3,2,10,5.0,-1,0,-5.0,4.33,Tottenham Hotspur Stadium,W
A Madley,Wed,0.0,0,-1.799999999999999,-1.6,-1.2000000000000002,0.0,0.19999999999999996,0.0,-0.20000000000000007,-1.0,4.0,0.2,-0.6,4.0,0.0,0.0,0.0,0.0,0.0,1,-1,2,0.6700000000000017,5,0,-2.35,3.6,Goodison Park,W
A Madley,Sun,0.0,1,-4.999999999999998,-0.6000000000000001,0.5999999999999996,1.1999999999999993,-0.6000000000000001,0.0,0.4,0.19999999999999996,1.0,0.4,-0.8,6.0,0.20000000000000007,-20.0,0.0,60.0,4.0,-4,-4,-2,-3.3400000000000034,2,0,-0.17999999999999972,3.2,St Mary's Stadium,L
M Oliver,Sat,0.0,0,1.799999999999999,0.6000000000000001,2.0,1.4000000000000004,0.20000000000000018,0.0,0.19999999999999996,0.3999999999999999,-1.0,0.0,0.0,0.0,-0.40000000000000013,-20.0,-2.0,0.0,-2.0,0,-5,1,-1.3400000000000034,-2,0,-1.35,3.25,Villa Park,L
R Jones,Sat,0.0,0,4.600000000000001,1.4000000000000004,-1.0,-1.799999999999999,0.0,0.2,-1.0,0.3999999999999999,-7.0,0.39999999999999997,-0.19999999999999996,3.0,-1.5999999999999999,-60.0,-3.0,-40.0,-3.0,-2,-3,0,-1.6700000000000017,-4,0,-0.4700000000000002,3.4,Elland Road,D
G Scott,Sat,0.0,2,3.8,0.19999999999999973,-0.7999999999999998,-1.8000000000000007,0.8000000000000003,0.0,-0.19999999999999996,0.19999999999999996,-2.0,-0.4,0.39999999999999997,-4.0,-1.2000000000000002,-60.0,0.0,0.0,0.0,-3,-5,-1,-3.0,1,0,-0.5499999999999998,3.2,Selhurst Park,W
S Hooper,Sat,0.0,0,0.6000000000000014,-0.5999999999999996,-1.4000000000000004,-0.8000000000000007,0.5999999999999999,0.2,-0.3999999999999999,1.0000000000000002,-7.0,0.0,0.8,-4.0,-0.6000000000000001,-20.0,1.0,-20.0,1.0,-3,-7,-4,-4.670000000000002,8,1,1.35,3.3,Carrow Road,D
J Moss,Sat,0.0,-3,10.4,5.799999999999999,4.6,1.0,-0.6000000000000001,0.0,2.1999999999999997,0.0,11.0,1.6,0.0,8.0,2.0,80.0,5.0,40.0,5.0,8,6,6,6.659999999999997,-12,0,-17.86,8.0,Etihad Stadium,W
T Harrington,Wed,-1.0,6,4.4,1.4,0.8000000000000003,6.199999999999999,0.19999999999999996,0.0,0.39999999999999997,0.6,-1.0,0.2,0.4,-1.0,-0.19999999999999996,-20.0,0.0,20.0,3.0,0,-6,-1,-2.3400000000000034,3,0,-1.25,3.1,Falmer Stadium,L
M Dean,Mon,0.0,-6,8.200000000000001,3.5999999999999996,2.5999999999999996,3.5999999999999996,0.19999999999999996,-0.2,1.6,0.4,6.0,0.6000000000000001,0.6,0.0,1.6,60.0,1.0,40.0,4.0,4,2,8,4.659999999999997,-11,0,-4.47,4.33,Old Trafford,L
P Bankes,Sat,2.0,-4,0.5999999999999996,0.19999999999999973,-1.0,0.1999999999999993,-0.19999999999999996,-0.2,-0.19999999999999996,2.0,-11.0,0.0,1.0,-5.0,-1.4,-40.0,-2.0,-60.0,-4.0,-4,-8,-3,-5.0,10,1,0.6000000000000001,2.8,Brentford Community Stadium,L
K Friend,Sun,-1.0,1,5.800000000000001,3.6,0.6000000000000005,-0.40000000000000036,0.0,0.0,0.19999999999999996,1.0,-4.0,0.39999999999999997,0.39999999999999997,0.0,-0.6000000000000001,-20.0,0.0,-20.0,0.0,1,-3,5,1.0,-6,0,-3.8,3.6,Tottenham Hotspur Stadium,L
M Atkinson,Thu,-1.0,1,5.200000000000001,0.39999999999999947,3.5999999999999996,-1.0,-0.5999999999999999,0.4,0.0,-0.20000000000000007,1.0,0.0,-0.4,2.0,-0.3999999999999999,-20.0,0.0,0.0,1.0,1,-3,4,0.6700000000000017,-5,0,-3.85,3.8,Emirates Stadium,W
A Taylor,Sun,1.0,5,-0.1999999999999993,-0.6000000000000001,-1.0,-5.199999999999999,-0.20000000000000018,0.0,-0.19999999999999996,0.3999999999999999,-3.0,-0.20000000000000007,0.4,-3.0,-0.8,-40.0,0.0,0.0,3.0,-1,-3,2,-0.6599999999999966,-7,0,-1.75,3.3,London Stadium,W
M Oliver,Sun,-3.0,3,0.0,-0.20000000000000018,-2.3999999999999995,0.0,0.40000000000000013,0.0,-0.5999999999999999,1.0000000000000002,-8.0,-0.20000000000000007,0.20000000000000007,-2.0,-0.6,-20.0,-1.0,-20.0,-1.0,0,-4,3,-0.3299999999999983,-3,0,-1.0,3.2,Goodison Park,L
P Bankes,Fri,-1.0,-1,-2.1999999999999993,-1.8000000000000003,0.20000000000000018,-2.799999999999999,0.19999999999999996,-0.2,-0.8,0.6000000000000001,-7.0,-0.3999999999999999,0.0,-2.0,-0.6000000000000001,-20.0,-1.0,-20.0,-1.0,-1,-6,-1,-2.6599999999999966,-1,0,-1.15,3.1,St. James Park,W
A Taylor,Sun,0.0,-7,1.0,-1.3999999999999995,3.2,-2.799999999999999,-0.19999999999999996,-0.2,-0.6000000000000001,0.3999999999999999,-5.0,-0.3999999999999999,1.0,-7.0,-0.40000000000000013,-20.0,1.0,0.0,2.0,-2,-5,-2,-3.0,4,0,-0.16999999999999993,3.0,Turf Moor,W
P Bankes,Sat,0.0,-1,9.600000000000001,2.4000000000000004,1.5999999999999996,-0.40000000000000036,0.19999999999999996,-0.2,1.2,-0.6000000000000001,9.0,0.3999999999999999,0.2,1.0,0.7999999999999999,20.0,0.0,40.0,0.0,5,5,5,5.0,-9,0,-8.17,5.0,Stamford Bridge,D
A Taylor,Sun,0.0,-2,9.2,2.3999999999999995,3.0,3.6000000000000005,0.40000000000000013,0.0,0.8,-1.7999999999999998,13.0,0.39999999999999997,-0.6,5.0,2.2,80.0,2.0,60.0,17.0,7,4,8,6.329999999999998,-10,0,-13.86,8.5,Anfield,W
S Hooper,Sat,0.0,-1,1.4000000000000004,0.3999999999999999,-1.7999999999999998,0.40000000000000036,0.8000000000000003,0.0,0.0,0.19999999999999996,-1.0,0.8,0.0,4.0,0.3999999999999999,20.0,0.0,0.0,0.0,7,8,5,6.670000000000002,-14,-1,-4.39,3.75,Goodison Park,L
A Marriner,Sat,0.0,0,7.799999999999999,2.0000000000000004,-0.40000000000000036,0.5999999999999996,0.6000000000000001,-0.2,-0.19999999999999996,2.0,-11.0,0.2,1.4,-6.0,-0.4,-20.0,0.0,0.0,0.0,3,6,4,4.329999999999998,-11,-1,-1.5500000000000003,3.4,Vicarage Road,D
D Coote,Sat,0.0,2,1.4000000000000004,1.8000000000000003,-3.6,2.200000000000001,-0.40000000000000013,0.0,0.4,0.7999999999999999,-2.0,0.0,0.4,-2.0,-0.3999999999999999,-20.0,-1.0,0.0,-2.0,3,6,10,6.329999999999998,-12,-1,-1.4,3.5,London Stadium,D
G Scott,Sat,0.0,-4,-1.5999999999999996,-0.3999999999999999,-1.0,-1.2000000000000002,0.0,0.4,0.0,1.2000000000000002,-6.0,-0.20000000000000007,0.6000000000000001,-4.0,-0.6000000000000001,-20.0,-1.0,-20.0,-3.0,10,9,13,10.670000000000002,-18,-1,-4.43,4.0,Tottenham Hotspur Stadium,D
D Coote,Sun,0.0,-4,3.799999999999999,0.40000000000000036,0.6000000000000005,3.8000000000000007,0.3999999999999999,0.0,-0.40000000000000013,0.0,-2.0,-0.4,0.2,-3.0,0.0,0.0,2.0,0.0,2.0,4,8,5,5.659999999999997,-15,-1,-2.3000000000000003,3.5,Molineux Stadium,D
S Hooper,Sun,0.0,1,0.20000000000000107,-1.3999999999999995,0.1999999999999993,-3.4000000000000004,0.0,0.0,-0.6000000000000001,0.20000000000000018,-4.0,-0.6,0.6000000000000001,-6.0,-0.3999999999999999,0.0,0.0,-40.0,0.0,-2,0,3,0.3400000000000034,-1,0,0.5299999999999998,3.5,Carrow Road,L
R Jones,Sat,0.0,-2,3.4000000000000004,0.7999999999999998,2.0,-2.1999999999999993,-1.2000000000000002,0.0,-0.40000000000000013,0.20000000000000018,-3.0,0.19999999999999996,0.4,-1.0,-0.6000000000000001,-20.0,-2.0,-20.0,1.0,1,4,0,1.6700000000000017,-5,-1,-1.2999999999999998,3.25,Falmer Stadium,L
C Kavanagh,Sun,0.0,-1,6.200000000000001,3.4,1.6000000000000005,2.5999999999999996,-0.19999999999999973,0.2,1.4000000000000001,0.5999999999999999,4.0,0.9999999999999999,0.0,5.0,-0.19999999999999996,0.0,0.0,-20.0,-4.0,10,14,14,12.670000000000002,-21,-1,-14.84,7.5,Etihad Stadium,W
P Tierney,Thu,-1.0,0,5.199999999999999,3.4,1.2000000000000002,-1.8000000000000007,-1.0000000000000002,0.0,1.8,-0.4,11.0,1.4,0.0,7.0,1.0,40.0,10.0,20.0,36.0,10,10,14,11.340000000000003,-20,-1,-11.8,6.5,Anfield,W
M Dean,Sat,0.0,-1,0.0,0.5999999999999996,-2.8,4.6,2.2,0.2,0.4,-0.19999999999999996,3.0,0.4,-0.2,3.0,-0.19999999999999996,-20.0,-1.0,20.0,1.0,4,9,12,8.329999999999998,-17,-1,-2.5,3.6,Emirates Stadium,D
A Madley,Sat,0.0,3,-1.2000000000000002,0.20000000000000018,-2.8000000000000003,-0.3999999999999986,-0.20000000000000018,0.0,0.6,0.19999999999999996,2.0,0.2,0.19999999999999996,0.0,0.0,-20.0,0.0,40.0,0.0,1,3,3,2.3400000000000034,-10,-1,0.6000000000000001,3.1,Selhurst Park,L
M Oliver,Wed,0.0,0,1.1999999999999993,-0.19999999999999973,-1.5999999999999996,2.8000000000000007,0.7999999999999998,0.0,0.0,1.7999999999999998,-9.0,-0.39999999999999997,0.9999999999999999,-7.0,-1.4,-40.0,-1.0,-60.0,-4.0,0,-2,4,0.6700000000000017,1,0,0.9500000000000002,3.4,Villa Park,D
D Coote,Sun,0.0,6,2.5999999999999996,0.6000000000000001,-0.20000000000000018,0.3999999999999986,2.0,0.2,-0.8,0.6,-7.0,-0.6,-0.2,-2.0,-1.2000000000000002,-40.0,1.0,-40.0,-3.0,2,1,2,1.6700000000000017,-9,-1,0.9299999999999997,3.1,St. James Park,W
A Taylor,Wed,0.0,2,3.1999999999999993,2.8,-2.1999999999999993,1.5999999999999996,1.4,-0.2,1.0,-0.6,8.0,0.20000000000000007,0.0,1.0,0.6000000000000001,20.0,0.0,20.0,6.0,6,4,10,6.670000000000002,-16,-1,-7.1,4.5,Old Trafford,W
P Bankes,Sun,0.0,3,2.8000000000000007,1.2000000000000002,-2.1999999999999997,0.5999999999999996,1.6,-0.2,-0.20000000000000007,-0.19999999999999996,0.0,-0.2,0.19999999999999996,-2.0,0.20000000000000018,0.0,1.0,20.0,1.0,1,-1,4,1.3299999999999983,-7,-1,0.19999999999999973,3.0,Turf Moor,D
M Oliver,Thu,0.0,-1,6.0,0.5999999999999996,-0.7999999999999998,3.6000000000000014,0.19999999999999996,0.2,-0.40000000000000013,0.3999999999999999,-4.0,-0.39999999999999997,0.0,-2.0,-1.0,-40.0,-2.0,-20.0,-4.0,4,2,7,4.329999999999998,-13,-1,-1.85,3.25,King Power Stadium,W
P Bankes,Sun,0.0,1,6.3999999999999995,3.2,-0.7999999999999998,0.8000000000000007,0.8,0.0,0.3999999999999999,0.0,2.0,0.4,0.4,0.0,0.40000000000000013,0.0,1.0,40.0,6.0,1,-1,3,1.0,-6,-1,-1.15,3.5,St Mary's Stadium,W
M Dean,Sat,0.0,-3,10.799999999999999,4.2,2.3999999999999995,-2.5999999999999996,0.0,-0.2,2.2,1.2000000000000002,5.0,1.4,1.2000000000000002,1.0,1.8,60.0,0.0,60.0,0.0,11,7,15,11.0,-8,0,-10.78,6.5,Anfield,W
J Moss,Sat,0.0,-4,4.4,3.2,3.3999999999999995,0.8000000000000007,0.19999999999999996,0.0,2.0,-0.19999999999999996,11.0,0.39999999999999997,0.4,0.0,1.6,40.0,1.0,80.0,5.0,6,6,11,7.670000000000002,-5,0,-7.14,5.0,Stamford Bridge,W
M Dean,Sat,0.0,1,1.5999999999999996,-0.6000000000000001,1.3999999999999995,2.4000000000000004,0.19999999999999996,0.0,-0.39999999999999997,-0.8,2.0,-0.4,-0.20000000000000007,-1.0,0.2,0.0,0.0,20.0,0.0,-3,-4,-1,-2.6700000000000017,13,1,-0.19999999999999973,3.2,The Hawthorns,W
A Madley,Sun,0.0,-1,1.1999999999999993,1.4000000000000004,-1.0,1.799999999999999,0.19999999999999996,0.0,1.8000000000000003,-0.19999999999999996,10.0,0.9999999999999999,-0.8,9.0,2.0,60.0,1.0,80.0,1.0,1,1,5,2.3299999999999983,2,0,-3.3,3.75,St Mary's Stadium,W
P Bankes,Sun,0.0,1,0.3999999999999986,0.20000000000000018,-0.6000000000000005,0.1999999999999993,-0.20000000000000018,0.2,0.20000000000000007,-0.6000000000000001,4.0,0.0,-0.19999999999999996,1.0,1.0,20.0,0.0,60.0,1.0,0,0,2,0.6599999999999966,6,0,-3.85,3.75,Falmer Stadium,D
C Kavanagh,Tue,-1.0,-1,2.8,1.4,0.40000000000000036,-1.0,-1.0,-0.2,0.0,-1.4,7.0,0.0,-0.4,2.0,1.4000000000000001,40.0,0.0,60.0,0.0,1,0,3,1.3299999999999983,1,0,-0.8799999999999999,3.1,Turf Moor,W
S Attwell,Sat,0.0,1,1.799999999999999,0.6000000000000001,-0.9999999999999996,-2.4000000000000004,-1.2000000000000002,0.0,0.0,0.8,-4.0,0.0,0.19999999999999996,-1.0,0.39999999999999997,0.0,0.0,40.0,1.0,1,0,6,2.3299999999999983,5,0,-1.95,3.5,Selhurst Park,W
P Bankes,Wed,0.0,-1,2.0,2.3999999999999995,-1.0,-2.0,-0.8,0.0,0.7999999999999999,-0.9999999999999999,9.0,0.4,-0.8,6.0,2.0,60.0,1.0,80.0,13.0,7,8,10,8.329999999999998,-6,0,-9.75,6.0,Old Trafford,L
D Coote,Sat,-1.0,1,8.400000000000002,3.4,4.6,-6.4,-2.1999999999999997,0.0,2.2,-1.2,17.0,1.6,-1.0,13.0,1.8,60.0,6.0,60.0,10.0,9,11,13,11.0,-7,0,-16.88,9.0,Etihad Stadium,W
S Hooper,Mon,0.0,1,4.200000000000001,1.6,0.3999999999999999,-0.8000000000000007,-1.2000000000000002,0.2,0.6000000000000001,-0.20000000000000018,4.0,0.39999999999999997,-0.8,6.0,0.8,20.0,0.0,40.0,2.0,3,3,7,4.329999999999998,7,0,-3.59,3.75,London Stadium,W
M Atkinson,Sat,0.0,-2,4.2,-0.3999999999999999,1.0,2.8000000000000007,-0.6000000000000001,0.0,0.0,-0.6000000000000001,3.0,0.0,-0.4,2.0,0.0,-20.0,0.0,40.0,3.0,0,0,2,0.6599999999999966,14,1,-1.4500000000000002,3.2,Craven Cottage,W
P Bankes,Sun,0.0,0,4.199999999999999,2.1999999999999997,0.40000000000000036,-1.8000000000000007,-0.40000000000000013,-0.2,1.6,-0.20000000000000018,9.0,0.6000000000000001,0.4,1.0,1.4,40.0,1.0,60.0,2.0,8,6,10,8.0,-4,0,-5.0,4.2,King Power Stadium,W
G Scott,Sat,0.0,0,6.199999999999999,2.4,2.4,0.0,0.19999999999999996,-0.2,0.8,-1.2,10.0,0.0,0.4,-2.0,0.7999999999999999,20.0,1.0,40.0,2.0,2,2,5,3.0,12,1,-5.0,4.33,Elland Road,W
R Jones,Sat,0.0,2,3.8,1.8000000000000003,-0.5999999999999996,-1.799999999999999,-1.2,-0.2,0.4,-0.7999999999999998,6.0,-0.2,0.19999999999999996,-2.0,0.20000000000000007,0.0,1.0,20.0,1.0,7,6,7,6.659999999999997,-2,0,-4.09,3.5,Molineux Stadium,W
A Marriner,Sun,0.0,-1,4.799999999999999,1.7999999999999998,2.2,-0.6000000000000014,-0.3999999999999999,0.0,1.4,-0.6000000000000001,10.0,0.6,0.0,3.0,1.0,20.0,0.0,60.0,1.0,9,8,17,11.329999999999998,-3,0,-10.75,6.0,Tottenham Hotspur Stadium,W
A Moss,Sun,0.0,-5,5.799999999999999,2.1999999999999997,0.19999999999999973,-1.4000000000000004,-0.6000000000000001,0.0,0.8,-1.2,10.0,0.39999999999999997,-0.19999999999999996,3.0,1.0,20.0,0.0,60.0,2.0,6,5,11,7.340000000000003,3,0,-7.14,4.75,Goodison Park,L
R Jones,Wed,0.0,2,2.5999999999999996,3.0,-0.20000000000000018,-2.8000000000000007,-0.3999999999999999,0.2,1.8000000000000003,0.8000000000000003,5.0,0.7999999999999999,0.4,2.0,0.19999999999999996,0.0,-1.0,20.0,-1.0,1,2,7,3.3400000000000034,4,0,-3.0300000000000002,3.8,St. James Park,W
C Kavanagh,Sat,0.0,3,-8.4,-3.4000000000000004,-2.6000000000000005,0.5999999999999996,0.19999999999999996,0.2,-0.3999999999999999,0.8,-6.0,0.6,0.20000000000000007,2.0,-0.5999999999999999,-20.0,0.0,-20.0,0.0,0,1,2,1.0,-7,-1,0.41999999999999993,3.4,Selhurst Park,W
C Kavanagh,Sat,0.0,0,-7.4,-0.6000000000000005,-2.5999999999999996,1.799999999999999,0.6000000000000001,0.4,0.3999999999999999,0.40000000000000013,0.0,0.8,0.19999999999999996,3.0,0.0,0.0,1.0,0.0,0.0,5,4,2,3.6599999999999966,-9,-1,-1.6500000000000001,3.8,Goodison Park,L
K Friend,Sat,0.0,-4,-5.6,-0.40000000000000036,-1.0,1.5999999999999996,-1.0,0.0,0.6000000000000001,-1.4000000000000001,10.0,0.6000000000000001,-0.8,7.0,0.8000000000000003,20.0,-1.0,40.0,6.0,7,8,4,6.329999999999998,-17,-1,-4.5,4.5,Stamford Bridge,W
A Taylor,Sun,-1.0,-1,-4.4,-0.40000000000000036,1.0,0.1999999999999993,-1.4000000000000001,0.0,0.3999999999999999,-0.3999999999999999,4.0,-0.19999999999999996,0.20000000000000007,-2.0,1.2000000000000002,40.0,0.0,40.0,5.0,7,5,9,7.0,-18,-1,-2.84,4.33,Old Trafford,W
L Mason,Tue,0.0,0,-8.200000000000001,-3.0000000000000004,-3.9999999999999996,0.8000000000000007,0.8,0.4,-1.2,-0.20000000000000018,-5.0,-0.6,-0.3999999999999999,-1.0,-0.7999999999999999,-40.0,-1.0,0.0,0.0,-2,-4,-1,-2.3299999999999983,1,0,1.6,3.6,The Hawthorns,L
D Coote,Sat,-1.0,2,-7.6,-2.6,-3.5999999999999996,3.6000000000000014,0.3999999999999999,0.0,-1.7999999999999998,-0.8,-5.0,-0.6000000000000001,-0.7999999999999999,1.0,-0.8,-40.0,-2.0,0.0,-1.0,8,5,15,9.329999999999998,-15,-1,-2.45,4.1,Tottenham Hotspur Stadium,W
A Taylor,Tue,1.0,-7,-6.6000000000000005,-2.2,-4.2,2.4000000000000004,1.0,0.2,-1.4000000000000001,-0.3999999999999999,-5.0,-1.2,-0.9999999999999999,-1.0,-1.0,-40.0,0.0,-20.0,0.0,1,0,2,1.0,-8,-1,2.05,3.8,St. James Park,L
C Kavanagh,Sun,1.0,-1,2.0,0.7999999999999998,0.20000000000000018,-1.8000000000000007,0.19999999999999996,0.0,0.0,-0.4,2.0,-0.6,-0.39999999999999997,-1.0,0.40000000000000013,0.0,-1.0,40.0,6.0,4,4,7,5.0,-16,-1,-2.4000000000000004,4.0,King Power Stadium,L
S Attwell,Sun,1.0,2,2.4000000000000004,-1.0,0.5999999999999996,-2.799999999999999,-0.40000000000000013,0.4,-0.20000000000000018,-0.19999999999999996,0.0,0.0,-0.20000000000000007,1.0,-0.40000000000000013,-20.0,-1.0,0.0,-1.0,4,3,6,4.340000000000003,-13,-1,-2.17,3.8,Emirates Stadium,W
D Coote,Fri,1.0,0,-3.0,-2.3999999999999995,0.7999999999999998,-3.8000000000000007,-0.19999999999999996,0.0,-1.2,-1.0,-1.0,-0.39999999999999997,-0.7999999999999999,2.0,-0.19999999999999996,-20.0,1.0,20.0,3.0,4,4,3,3.6700000000000017,-14,-1,-0.6299999999999999,3.3,Molineux Stadium,W
M Dean,Mon,0.0,0,-2.799999999999999,-0.39999999999999947,-1.5999999999999996,0.7999999999999989,0.40000000000000013,0.2,0.40000000000000013,-0.3999999999999999,4.0,0.39999999999999997,-0.6000000000000001,5.0,0.8,20.0,0.0,40.0,0.0,3,2,3,2.6700000000000017,-5,-1,-1.4500000000000002,3.6,London Stadium,W
D Coote,Fri,1.0,0,-2.1999999999999993,-1.1999999999999997,-2.2,0.40000000000000036,-0.20000000000000018,0.0,-0.19999999999999996,0.0,-1.0,0.2,-0.39999999999999997,3.0,0.5999999999999999,20.0,0.0,20.0,-1.0,0,-1,-3,-1.3299999999999983,2,0,-0.6299999999999999,3.4,Craven Cottage,L
A Marriner,Sat,1.0,-3,1.5999999999999996,3.2,-1.7999999999999998,-2.799999999999999,-1.2,0.0,1.9999999999999998,0.0,10.0,0.4,-0.6,5.0,1.0,40.0,1.0,20.0,0.0,8,10,9,9.0,-19,-1,-8.72,5.75,Etihad Stadium,L
C Kavanagh,Sat,0.0,1,2.200000000000001,-0.8000000000000003,1.3999999999999995,-6.0,-1.4,0.0,-0.5999999999999999,-0.20000000000000007,-2.0,-0.19999999999999996,-0.39999999999999997,1.0,-1.2000000000000002,-40.0,0.0,-40.0,-6.0,1,-1,-2,-0.6700000000000017,-6,-1,-1.4500000000000002,3.5,Falmer Stadium,W
G Scott,Sat,0.0,-2,4.6,0.6000000000000005,-0.40000000000000036,-5.0,-0.40000000000000013,-0.2,0.6000000000000001,0.3999999999999999,1.0,0.7999999999999999,-0.19999999999999996,5.0,-0.40000000000000013,0.0,0.0,-40.0,0.0,2,0,-3,-0.3299999999999983,-11,-1,1.1,3.75,Turf Moor,L
P Bankes,Tue,0.0,0,-2.0,0.8000000000000007,-2.0,-1.5999999999999996,-0.8,0.2,0.0,0.5999999999999999,-3.0,0.0,-0.19999999999999996,1.0,-0.20000000000000018,0.0,0.0,-20.0,0.0,1,1,-1,0.3400000000000034,-10,-1,0.04999999999999982,3.9,St Mary's Stadium,L
D Coote,Sat,0.0,0,-2.1999999999999993,-1.0,-0.39999999999999947,0.7999999999999989,0.20000000000000018,0.0,-0.20000000000000007,-0.19999999999999996,0.0,-0.6,-0.2,-2.0,-0.4,-20.0,-1.0,0.0,-1.0,-3,-1,-2,-2.0,6,0,-0.7000000000000002,3.5,St Mary's Stadium,W
A Taylor,Sun,0.0,3,-5.6,-1.8000000000000003,-0.39999999999999947,-3.4000000000000004,0.20000000000000018,0.2,-0.6000000000000001,1.4,-10.0,-0.39999999999999997,0.6,-5.0,-0.6,-20.0,0.0,-20.0,-1.0,-1,-3,-4,-2.6700000000000017,12,1,1.2999999999999998,3.5,Carrow Road,L
A Marriner,Sun,0.0,0,-3.4000000000000004,-0.5999999999999996,1.4000000000000004,-5.200000000000001,0.0,0.0,0.0,0.5999999999999999,-3.0,0.4,0.0,2.0,-0.20000000000000018,0.0,0.0,-20.0,-2.0,4,1,8,4.329999999999998,-2,0,-2.8,4.2,Tottenham Hotspur Stadium,W
C Pawson,Sat,0.0,1,-4.0,-0.20000000000000018,-0.40000000000000036,-3.5999999999999996,0.20000000000000018,0.2,-0.19999999999999996,0.6000000000000001,-4.0,0.0,0.6,-3.0,-0.4,-20.0,0.0,0.0,0.0,1,-4,-1,-1.3299999999999983,7,0,-1.7000000000000002,3.4,Falmer Stadium,D
